,Estado,Celular,Televisão por assinatura,Acesso a internet no próprio domicílio,Acesso a internet por 3g ou 4g,Acesso por banda larga,Renda
98145,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98146,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98147,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98149,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98150,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98151,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98154,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98156,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98157,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98160,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98180,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98181,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98183,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98184,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98185,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98188,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98189,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98191,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98192,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98194,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98195,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98196,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98197,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98200,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98203,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98229,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98367,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98396,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98403,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98422,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98431,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98452,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98459,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98481,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98485,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98494,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98498,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98501,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98504,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98505,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98506,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98509,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98510,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98513,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98517,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98518,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98520,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98522,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98524,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98525,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98531,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98537,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98545,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98554,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98693,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98718,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98722,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98736,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98750,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98761,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98767,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98769,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98773,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98774,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98781,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98783,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98786,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98788,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98791,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98792,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98794,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98795,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98798,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98803,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98804,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98805,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98809,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98815,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98816,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98817,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98912,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98916,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98917,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98921,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98939,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98947,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98951,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98952,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98957,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98966,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98967,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98971,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98978,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98982,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98983,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99008,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99016,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99026,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99029,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99030,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99031,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99032,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99036,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99038,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99044,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99048,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99068,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99078,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99079,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99081,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99117,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99130,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99141,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99146,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99147,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99149,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99156,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99157,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99175,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99211,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99227,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99264,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99268,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99289,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99307,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99315,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99317,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99319,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99326,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99329,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99341,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99342,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99368,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99380,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99383,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99409,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99418,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99419,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99426,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99427,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99429,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99432,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99433,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99435,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99437,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99439,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99455,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99469,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99526,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99528,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99532,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99535,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99537,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99539,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99545,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99546,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99551,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99556,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99557,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99570,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99571,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99576,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99579,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99587,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99590,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99593,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99594,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99603,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99605,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99607,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99609,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99612,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99614,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99616,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99617,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99619,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99621,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99622,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99631,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99633,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99634,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99647,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99648,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99650,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99655,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99656,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99663,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99666,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99679,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99682,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99684,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99685,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99705,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99718,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99719,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99723,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99747,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99748,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99751,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99763,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99797,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99798,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99800,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99802,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99805,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99807,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99808,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99815,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99842,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99845,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99847,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99849,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99863,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99866,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99867,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99889,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99911,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99912,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99929,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99935,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99940,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99941,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99942,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99943,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99947,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99951,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99955,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99956,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99957,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99962,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99968,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99972,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99973,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99974,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99976,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99978,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99979,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99980,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99982,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99983,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99984,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99987,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100009,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100011,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100012,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100016,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100018,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100019,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100027,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100028,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100030,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100035,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100036,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100038,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100040,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100042,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100043,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100045,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100050,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100052,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100053,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100055,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100056,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100058,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100060,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100062,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100077,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100081,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100082,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100084,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100089,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100090,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100091,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100093,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100094,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100096,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100097,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100098,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100126,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100128,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100132,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100152,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100166,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100167,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100169,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100170,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100175,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100187,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100192,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100193,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100195,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100202,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100212,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100241,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100256,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100258,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100273,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100277,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100282,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100314,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100320,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100324,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100326,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100334,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100337,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100339,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100340,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100341,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100342,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100343,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100344,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100345,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100347,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100350,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100352,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100355,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100356,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100361,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100362,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100366,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100371,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100375,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
